Date,RateFactor1
2011-06-09,0.08209535128666012
2011-07-07,-0.1288721879011007
2011-08-04,0.00208218965408003
2011-09-08,-0.8660339570097588
2011-10-06,-5.609024703929877
2011-11-03,6.1033181586151795
2011-12-08,-1.0373077693223092
2012-01-12,0.02927424161358781
2012-02-09,-0.015050073868105522
2012-03-08,-0.03469259769864725
2012-04-04,0.20672357439178018
2012-05-03,-0.11853356927703718
2012-06-06,-0.6914683655527676
2012-07-05,5.068644251084661
2012-08-02,-0.29709872443246277
2012-09-06,-0.25324547820164456
2012-10-04,-0.11181402111481187
2012-11-08,-0.09795777524086452
2012-12-06,-0.04130115541436548
2013-01-10,0.07022666458375032
2013-02-07,0.07319225572034496
2013-03-07,0.1275943644991514
2013-04-04,0.04120677606136365
2013-05-02,0.11362358811564054
2013-06-06,-0.10091389230559916
2013-07-04,0.03746580416460808
2013-08-01,0.07453762575818465
2013-09-05,0.05693701566815226
2013-10-02,0.06230699178365908
2013-11-07,-0.21472258382713927
2013-12-05,-0.08311194887626204
2014-01-09,0.11246159034061796
2014-02-06,-0.15608536473998585
2014-03-06,-0.2971598847055641
2014-04-03,-0.3232338222142817
2014-05-08,-0.8187201493304204
2014-06-05,-0.2559225294822578
2014-07-03,0.10103602881160709
2014-08-07,0.09770246818470393
2014-09-04,1.1948093112355196
2014-10-02,0.11331474801279555
2014-11-06,0.024759447630002995
2014-12-04,0.18386595690134816
2015-01-22,-0.15364336559274358
2015-03-05,0.3184687471102593
2015-04-15,-0.3082804831505751
2015-06-03,0.2877033926538645
2015-07-16,0.11773962362991194
2015-09-03,0.07411282281957383
2015-10-22,0.08038517862345101
2015-12-03,-2.427095816756669
2016-01-21,-0.3052759424515524
2016-03-10,-0.9649447454529364
2016-04-21,0.08095789342803435
2016-06-02,0.09564185133456904
2016-07-21,-0.11183902033932419
2016-09-08,-0.13071441866915096
2016-10-20,0.030764675557897213
2016-12-08,0.050539380704287915
2017-01-19,0.0678381981117087
2017-03-09,0.029349614588854142
2017-04-27,-0.004032400036132398
2017-06-08,0.08190308483827181
2017-07-20,0.1025083241663099
2017-09-07,0.2169650647314011
2017-10-26,0.2804968606756709
2017-12-14,-0.2180100591067436
2018-01-25,0.0723839593903664
2018-03-08,0.0589540413124588
2018-04-26,0.0845749311156856
2018-06-14,-0.08939853707073271
2018-07-26,0.05243359258733103
2018-09-13,0.06165664026308859
