Date,ConfFactor1,ConfFactor2,ConfFactor3
2015-10-22,-0.49360803460978486,0.46784423043567314,1.1729447133870077
2015-12-03,0.6880676210548867,-0.9428512288747428,-3.0120710011901983
2016-01-21,-0.699750008501148,0.4894101821410511,0.9207577531887022
2016-03-10,-0.09570535846165339,-1.313987956676228,0.3037414659148867
2016-04-21,0.14338761438944111,-0.006084385225294728,-0.4376794544736128
2016-06-02,-0.19615484647319217,-0.4592659374620661,1.2425300162282324
2016-07-21,1.3943307289893399,1.0408319642929995,-0.5984427531015875
2016-09-08,0.07646218579045783,-0.18386590191710345,-0.0088039038444176
2016-10-20,-0.04210905160412953,-0.18313987165567483,0.9901259033569457
2016-12-08,0.21222386974650972,-0.016608175305750608,0.10738636617845793
2017-01-19,0.012570728792032658,-0.10909274734683184,-0.015344730272842045
2017-03-09,-0.4361561036488338,-0.9201784181220521,-1.8663843874586312
2017-04-27,0.08644156169314297,-0.009529017660716203,0.7148557163164047
2017-06-08,0.12437110402755097,0.0826196289085498,0.3151121070066129
2017-07-20,-0.09124067463334373,-0.09347022328868772,-0.19273634616803764
2017-09-07,0.22953608336652231,0.1953680439893246,0.452538965425095
2017-10-26,0.3697506961072143,0.22860648163113398,-0.07291625466034844
2017-12-14,-0.20977898242984983,-0.15230737260985075,-0.3554917823360571
2018-01-25,-0.07773983276374424,-0.21500382062721538,-2.3360134329522073
2018-03-08,0.14220140194133205,0.06416780054253188,1.4562248269290443
2018-04-26,0.11610442773597238,0.08713555015289363,-0.21911278980642068
2018-06-14,0.13014334917240034,0.08420879412137239,0.23837144196864016
2018-07-26,0.023924373216683146,-0.08034536450808893,0.5494678029132883
2018-09-13,0.03179358075798106,-0.07517742591844191,-0.22250655499678246
